dataset,n_players,n_excerpts_per_player,iteration,accuracy,precision,recall,f1,kappa
bilbao,5,15,7,0.5230769230769231,0.5852258852258853,0.5205128205128204,0.4787076171691557,0.4834657780056396
bilbao,5,15,8,0.6307692307692307,0.628998778998779,0.6269230769230769,0.6083416583416583,0.5997947665469472
bilbao,5,15,9,0.46153846153846156,0.5815018315018314,0.4487179487179488,0.47138972138972146,0.4160677618069816
bilbao,5,15,10,0.6615384615384615,0.7355921855921856,0.6564102564102564,0.650946062484524,0.6328626444159179
bilbao,5,15,11,0.47692307692307695,0.5126068376068376,0.4794871794871795,0.46192653500345815,0.43202261629401184
bilbao,5,15,12,0.6,0.7016483516483516,0.6128205128205129,0.6022366522366523,0.5671106557377049
bilbao,5,15,13,0.5076923076923077,0.5462870462870464,0.5166666666666667,0.506993006993007,0.4674859190988223
bilbao,5,15,14,0.6307692307692307,0.7165750915750915,0.6217948717948717,0.6284700679437522,0.5995893223819302
bilbao,6,1,0,0.23076923076923078,0.15509588450764922,0.22564102564102567,0.1340425955810571,0.16323377960865104
bilbao,6,1,1,0.16923076923076924,0.06925990675990676,0.17307692307692307,0.09741605144081925,0.10459183673469385
bilbao,6,1,2,0.16923076923076924,0.06964690827567083,0.1769230769230769,0.0933695475491141,0.10550458715596334
bilbao,6,1,3,0.12307692307692308,0.0438034188034188,0.11025641025641028,0.04933110367892976,0.040155440414507804
bilbao,6,1,4,0.16923076923076924,0.055774709620863464,0.16538461538461538,0.08102779573367809,0.09953822473063112
bilbao,6,1,5,0.09230769230769231,0.011538461538461537,0.07692307692307693,0.020066889632107024,0.006476683937823746
bilbao,6,1,6,0.16923076923076924,0.0631640898390278,0.17307692307692307,0.08959096459096458,0.10276073619631898
bilbao,6,1,7,0.18461538461538463,0.10235113723485816,0.17435897435897435,0.10185560053981108,0.11575975359342916
bilbao,6,1,8,0.16923076923076924,0.0750915750915751,0.18076923076923082,0.10127591706539074,0.10413476263399679
bilbao,6,1,9,0.1076923076923077,0.02743090243090243,0.11025641025641024,0.043387723387723384,0.03457106274007671
bilbao,6,1,10,0.12307692307692308,0.028056484578223708,0.13076923076923078,0.04599409696860971,0.055569717053275625
bilbao,6,1,11,0.06153846153846154,0.006153846153846154,0.07692307692307693,0.011396011396011395,-0.0037974683544304
bilbao,6,1,12,0.1076923076923077,0.030922565806286734,0.10769230769230768,0.041666666666666664,0.033333333333333215
bilbao,6,1,13,0.13846153846153847,0.07905982905982906,0.13333333333333333,0.07582417582417583,0.0657084188911704
bilbao,6,1,14,0.15384615384615385,0.035617715617715616,0.14615384615384616,0.057063226628444014,0.07813305827746275
bilbao,6,2,0,0.18461538461538463,0.07020757020757021,0.17435897435897435,0.09688515374134103,0.11142636058808364
bilbao,6,2,1,0.18461538461538463,0.08275058275058275,0.19102564102564104,0.10599123099123098,0.11937627811860951
bilbao,6,2,2,0.13846153846153847,0.07516869095816464,0.12564102564102564,0.07315018315018315,0.06161381799432841
bilbao,6,2,3,0.2153846153846154,0.26330128205128206,0.20769230769230768,0.16646656646656643,0.14956387891226275
bilbao,6,2,4,0.18461538461538463,0.09672688422688422,0.17820512820512818,0.11688034188034188,0.11621344279117496
bilbao,6,2,5,0.15384615384615385,0.09514652014652016,0.15512820512820513,0.09520651762031072,0.08403791954906492
bilbao,6,2,6,0.23076923076923078,0.1356592125822895,0.2243589743589744,0.1621120107962213,0.16344916344916338
bilbao,6,2,7,0.2153846153846154,0.19009110547572086,0.217948717948718,0.1649529214746606,0.15043567401332658
bilbao,6,2,8,0.1076923076923077,0.09109311740890688,0.10769230769230768,0.06751000937047448,0.033333333333333215
bilbao,6,2,9,0.2153846153846154,0.17297467025727895,0.2076923076923077,0.14323176823176825,0.14649845520082394
bilbao,6,2,10,0.24615384615384617,0.1477378298030472,0.22564102564102567,0.15686631376286547,0.17764007229537837
bilbao,6,2,11,0.24615384615384617,0.19194935499283322,0.2333333333333334,0.16313316313316314,0.17891209074503744
bilbao,6,2,12,0.2153846153846154,0.11390362511052166,0.1948717948717949,0.13406593406593406,0.14296794208893493
bilbao,6,2,13,0.2,0.16721611721611723,0.20000000000000004,0.1518881319786297,0.1337775499743722
bilbao,6,2,14,0.13846153846153847,0.10150746689208229,0.13974358974358975,0.10157790927021694,0.06714505381855473
bilbao,6,3,0,0.3076923076923077,0.276232741617357,0.308974358974359,0.24616178455187743,0.25134374200153564
bilbao,6,3,1,0.16923076923076924,0.17000192789666474,0.1564102564102564,0.13447079236552917,0.09536082474226804
bilbao,6,3,2,0.24615384615384617,0.16703296703296702,0.2371794871794872,0.18038258038258037,0.18039114770972708
bilbao,6,3,3,0.27692307692307694,0.2672161172161172,0.2769230769230769,0.25786435786435785,0.21706817016914415
bilbao,6,3,4,0.26153846153846155,0.26014957264957267,0.24615384615384614,0.2250828881263664,0.19629057187017007
bilbao,6,3,5,0.24615384615384617,0.2463970811796899,0.22820512820512817,0.17783882783882782,0.1782765737874097
bilbao,6,3,6,0.16923076923076924,0.10384615384615385,0.16923076923076924,0.11575091575091576,0.09907597535934287
bilbao,6,3,7,0.24615384615384617,0.34334160463192726,0.24743589743589747,0.2605727605727606,0.18375192209123536
bilbao,6,3,8,0.2153846153846154,0.11724941724941725,0.21538461538461537,0.14046003016591252,0.15174002047082902
bilbao,6,3,9,0.3076923076923077,0.29529914529914536,0.31410256410256415,0.2718315018315018,0.24922997946611913
bilbao,6,3,10,0.23076923076923078,0.19086056084383843,0.22179487179487178,0.15464944412312834,0.165382639958911
bilbao,6,3,11,0.23076923076923078,0.14739107046799355,0.21794871794871792,0.1458982194276312,0.16387959866220736
bilbao,6,3,12,0.2,0.13565601065601063,0.18717948717948715,0.13843101343101344,0.12729150529305444
bilbao,6,3,13,0.23076923076923078,0.1742132867132867,0.22564102564102567,0.16501831501831501,0.1634491634491635
bilbao,6,3,14,0.2,0.10064257009958366,0.20128205128205126,0.12630147630147628,0.1339994875736613
bilbao,6,5,0,0.27692307692307694,0.3029978568440107,0.26666666666666666,0.22626262626262625,0.2134397528321318
bilbao,6,5,1,0.24615384615384617,0.21873767258382643,0.24871794871794872,0.20271833429728167,0.1845878136200717
bilbao,6,5,2,0.35384615384615387,0.3572619688004303,0.35512820512820514,0.29745620736332806,0.3028600612870277
bilbao,6,5,3,0.36923076923076925,0.3101398601398601,0.37307692307692303,0.3057647480724404,0.31893687707641194
bilbao,6,5,4,0.3384615384615385,0.3666083916083916,0.34102564102564104,0.333206323590939,0.2825975359342917
bilbao,6,5,5,0.4,0.4417967996915365,0.38205128205128214,0.3685791081718683,0.3484965304548959
bilbao,6,5,6,0.27692307692307694,0.2813876944311727,0.2602564102564103,0.21505965299068747,0.21120578363026077
bilbao,6,5,7,0.4,0.3347953216374269,0.4141025641025641,0.33836019053410354,0.3529862174578867
bilbao,6,5,8,0.3384615384615385,0.3137201034259858,0.3538461538461538,0.3118492618492618,0.2844342037890424
bilbao,6,5,9,0.3384615384615385,0.44085470085470085,0.32820512820512826,0.32157415234338305,0.28167566178360326
bilbao,6,5,10,0.3384615384615385,0.2845660749506903,0.3243589743589744,0.2791135110269065,0.28149100257069404
bilbao,6,5,11,0.3230769230769231,0.2268820922667076,0.32948717948717954,0.24031869337299203,0.2655367231638418
bilbao,6,5,12,0.3230769230769231,0.5097374847374847,0.317948717948718,0.31855778929357526,0.2645924402159938
bilbao,6,5,13,0.4,0.4705128205128205,0.40512820512820513,0.3904920870984219,0.35066598360655743
bilbao,6,5,14,0.2,0.2423992673992674,0.20384615384615384,0.1810855810855811,0.13510747185260996
bilbao,6,10,0,0.5692307692307692,0.6352869352869354,0.5615384615384615,0.5510613318305626,0.5327342747111681
bilbao,6,10,1,0.7384615384615385,0.7794871794871796,0.7397435897435897,0.7279184867420163,0.7165939984611439
bilbao,6,10,2,0.5846153846153846,0.6575091575091575,0.5846153846153846,0.5787353671969057,0.5495379876796714
bilbao,6,10,3,0.5846153846153846,0.6438339438339438,0.5743589743589744,0.5783718418333804,0.5488431876606683
bilbao,6,10,4,0.6461538461538462,0.6838827838827839,0.658974358974359,0.6284935487364638,0.6172555043522785
bilbao,6,10,5,0.5846153846153846,0.6277472527472526,0.5935897435897435,0.5767181536412306,0.5501153550371699
bilbao,6,10,6,0.6615384615384615,0.7338383838383838,0.6666666666666666,0.6569284913176315,0.6332392921261862
bilbao,6,10,7,0.5692307692307692,0.5719280719280719,0.5743589743589743,0.5465201465201465,0.5335725269092774
bilbao,6,10,8,0.676923076923077,0.7707264957264957,0.6666666666666666,0.6807914307914309,0.6491002570694088
bilbao,6,10,9,0.5230769230769231,0.5970695970695971,0.5217948717948718,0.4713711839217911,0.4830682401231401
bilbao,6,10,10,0.6923076923076923,0.6709401709401709,0.6833333333333335,0.6620336928029236,0.6661530559835644
bilbao,6,10,11,0.5846153846153846,0.6722527472527472,0.5846153846153848,0.5908873178103947,0.5495379876796714
bilbao,6,10,12,0.6461538461538462,0.6808913308913307,0.6512820512820513,0.6223208415516108,0.6166666666666667
bilbao,6,10,13,0.5230769230769231,0.5434731934731934,0.5038461538461538,0.5057698711544865,0.4824043154379656
bilbao,6,10,14,0.6,0.7524475524475525,0.5935897435897437,0.5994116994116994,0.565775950668037
bilbao,6,15,0,0.5076923076923077,0.5808446455505278,0.5102564102564102,0.5167662402956521,0.46639302206259625
bilbao,6,15,1,0.6,0.6227106227106227,0.5858974358974359,0.5938762092608246,0.565887490367326
bilbao,6,15,2,0.6153846153846154,0.6737179487179487,0.614102564102564,0.6120268620268619,0.5830125737746985
bilbao,6,15,3,0.7230769230769231,0.7639194139194139,0.7141025641025642,0.709021534021534,0.6993060909791827
bilbao,6,15,4,0.676923076923077,0.7007326007326007,0.6666666666666666,0.6661616161616161,0.6493706652966864
bilbao,6,15,5,0.676923076923077,0.7710622710622709,0.6820512820512821,0.6548496712464323,0.6499102333931777
bilbao,6,15,6,0.6923076923076923,0.7466117216117217,0.6897435897435897,0.6837359221974607,0.6661530559835644
bilbao,6,15,7,0.7230769230769231,0.7582417582417581,0.7166666666666667,0.7145457106995567,0.6997690531177829
bilbao,6,15,8,0.6923076923076923,0.7044871794871794,0.6961538461538463,0.6781748166363551,0.6665811746601693
bilbao,6,15,9,0.7230769230769231,0.7964285714285715,0.717948717948718,0.7287264018033248,0.699537750385208
bilbao,6,15,10,0.6461538461538462,0.7600803043110734,0.6448717948717948,0.6556840595302134,0.6159773953249422
bilbao,6,15,11,0.6153846153846154,0.6462870462870463,0.6192307692307693,0.5862803862803863,0.5838668373879641
bilbao,6,15,12,0.5538461538461539,0.6311965811965812,0.55,0.5284057822519361,0.5159219311761685
bilbao,6,15,13,0.6615384615384615,0.7722527472527472,0.6487179487179487,0.6663238470930779,0.6321070234113713
bilbao,6,15,14,0.4307692307692308,0.45830280830280834,0.42692307692307696,0.3875880529726684,0.3831751731213132
bilbao,7,1,0,0.2,0.08427498427498428,0.1948717948717949,0.11323676323676324,0.12953901622456865
bilbao,7,1,1,0.18461538461538463,0.08647047397047397,0.18205128205128204,0.11640188619826629,0.11802355350742444
bilbao,7,1,2,0.13846153846153847,0.06394993894993896,0.13846153846153847,0.08572423052061061,0.06666666666666665
bilbao,7,1,3,0.15384615384615385,0.07174492174492174,0.14871794871794874,0.09394341290893014,0.08097686375321322
bilbao,7,1,4,0.15384615384615385,0.06952273435066958,0.15512820512820513,0.08985994397759103,0.08450704225352113
bilbao,7,1,5,0.16923076923076924,0.06804733727810651,0.1769230769230769,0.09708569546297742,0.10184237461617207
bilbao,7,1,6,0.16923076923076924,0.07465034965034965,0.16794871794871793,0.10108481262327418,0.10276073619631898
bilbao,7,1,7,0.16923076923076924,0.14615384615384613,0.1717948717948718,0.10309007232084157,0.10184237461617196
bilbao,7,1,8,0.15384615384615385,0.08915470494417863,0.14871794871794872,0.09937154348919056,0.08074055026999238
bilbao,7,1,9,0.15384615384615385,0.08477633477633477,0.16538461538461538,0.09943528693528694,0.089867617107943
bilbao,7,1,10,0.06153846153846154,0.011517893870835046,0.05897435897435897,0.017291531997414348,-0.019542298791463075
bilbao,7,1,11,0.13846153846153847,0.0893162393162393,0.13846153846153847,0.08594955180321034,0.06666666666666665
bilbao,7,1,12,0.12307692307692308,0.03547671840354767,0.13846153846153847,0.054403567447045706,0.055328913819479686
bilbao,7,1,13,0.1076923076923077,0.05506993006993007,0.10512820512820513,0.04594017094017094,0.03283735248845565
bilbao,7,1,14,0.12307692307692308,0.05613083497698882,0.12051282051282053,0.07248863626034842,0.04780262143407876
bilbao,7,2,0,0.26153846153846155,0.11920728843805765,0.24871794871794872,0.15083142639206712,0.197737207508357
bilbao,7,2,1,0.18461538461538463,0.07875457875457875,0.17435897435897435,0.0966709231848348,0.11575975359342916
bilbao,7,2,2,0.26153846153846155,0.10816365007541479,0.24615384615384617,0.14470457079152732,0.19525406241939647
bilbao,7,2,3,0.16923076923076924,0.09257898963781316,0.16666666666666666,0.11470693710512712,0.09884467265725294
bilbao,7,2,4,0.18461538461538463,0.14857142857142855,0.1717948717948718,0.13952842029765106,0.11553273427471122
bilbao,7,2,5,0.12307692307692308,0.05737378563465519,0.11794871794871795,0.06747732079297065,0.04829180580529158
bilbao,7,2,6,0.15384615384615385,0.17907092907092906,0.16538461538461538,0.09262166405023547,0.08754466564573748
bilbao,7,2,7,0.2,0.15469554599989382,0.1871794871794872,0.14130839920313604,0.13043478260869557
bilbao,7,2,8,0.16923076923076924,0.16383182035355948,0.1641025641025641,0.1470357128251865,0.09861325115562392
bilbao,7,2,9,0.13846153846153847,0.03703703703703704,0.13076923076923078,0.0565934065934066,0.06306306306306286
bilbao,7,2,10,0.2,0.1862650170342478,0.19487179487179487,0.15076634834699348,0.13266615345137278
bilbao,7,2,11,0.2153846153846154,0.16619263089851324,0.2076923076923077,0.16739839108260163,0.14539829853054909
bilbao,7,2,12,0.15384615384615385,0.08573779162014457,0.14871794871794872,0.08544246100807186,0.08121305576972493
bilbao,7,2,13,0.27692307692307694,0.20375457875457875,0.2923076923076924,0.18870096165642725,0.22086202499362417
bilbao,7,2,14,0.2153846153846154,0.16875588179936005,0.2025641025641026,0.1555790363482671,0.14715719063545152
bilbao,7,3,0,0.2923076923076923,0.19511599511599512,0.29615384615384616,0.22085914085914085,0.23666070972683184
bilbao,7,3,1,0.13846153846153847,0.07863247863247863,0.13076923076923078,0.08315018315018316,0.0645078386019019
bilbao,7,3,2,0.3384615384615385,0.2865918803418804,0.33076923076923076,0.2544537929153314,0.2822290703646635
bilbao,7,3,3,0.27692307692307694,0.18394922071392658,0.2782051282051282,0.1926732687602253,0.2160636386964333
bilbao,7,3,4,0.2923076923076923,0.19395881895881897,0.2782051282051282,0.22006604506604507,0.23076923076923084
bilbao,7,3,5,0.26153846153846155,0.19301994301994302,0.2692307692307692,0.20087009764429117,0.20428462127008418
bilbao,7,3,6,0.2153846153846154,0.2576923076923077,0.2205128205128205,0.19755904226492463,0.1510883482714469
bilbao,7,3,7,0.24615384615384617,0.21107226107226104,0.23846153846153847,0.20095431633893174,0.18333333333333335
bilbao,7,3,8,0.27692307692307694,0.2751950947603122,0.2692307692307692,0.23970569660224833,0.21323718774143696
bilbao,7,3,9,0.2923076923076923,0.18504798369051761,0.2692307692307693,0.19735118682487102,0.22838709677419355
bilbao,7,3,10,0.24615384615384617,0.2348200818789054,0.25256410256410255,0.19781826360773727,0.18646232439335886
bilbao,7,3,11,0.3076923076923077,0.24329986253063177,0.29615384615384616,0.22485701433069852,0.24749163879598657
bilbao,7,3,12,0.2153846153846154,0.2028141730064807,0.22692307692307695,0.18162034044386982,0.15239069291741247
bilbao,7,3,13,0.3384615384615385,0.3399228976152053,0.35,0.30007182360123535,0.2858967807869187
bilbao,7,3,14,0.3076923076923077,0.21515151515151512,0.29487179487179493,0.23216185523877833,0.24826522744795676
bilbao,7,5,0,0.4307692307692308,0.45650183150183155,0.4217948717948718,0.40282239128392977,0.38254172015404364
bilbao,7,5,1,0.3230769230769231,0.28495128353427945,0.31025641025641026,0.27155067155067153,0.2642140468227424
bilbao,7,5,2,0.36923076923076925,0.3416339316791805,0.37820512820512825,0.3398222692340339,0.318762781186094
bilbao,7,5,3,0.38461538461538464,0.28667443667443665,0.3935897435897436,0.310722248765727,0.33418693982074266
bilbao,7,5,4,0.3076923076923077,0.37179487179487175,0.3128205128205128,0.2680754917597023,0.2503844182470528
bilbao,7,5,5,0.3076923076923077,0.2726918380764535,0.30769230769230776,0.25806143923552827,0.25019225839528325
bilbao,7,5,6,0.3230769230769231,0.37702297702297705,0.3217948717948718,0.3052503052503053,0.2681678607983623
bilbao,7,5,7,0.35384615384615387,0.3383770076077768,0.3435897435897436,0.28780576148997206,0.30000000000000004
bilbao,7,5,8,0.4,0.42253302253302255,0.4,0.3715506715506715,0.35066598360655743
bilbao,7,5,9,0.3384615384615385,0.3478021978021978,0.33589743589743587,0.30254702562394875,0.2822290703646637
bilbao,7,5,10,0.36923076923076925,0.3526627218934911,0.36666666666666664,0.33329790375630786,0.3147338647467215
bilbao,7,5,11,0.36923076923076925,0.4895104895104895,0.37307692307692303,0.3602315984668926,0.31631605951770125
bilbao,7,5,12,0.4153846153846154,0.30476190476190473,0.4166666666666667,0.3338066157070682,0.36682901820046143
bilbao,7,5,13,0.4,0.4687728937728937,0.3935897435897436,0.35681808070472043,0.3471542621684265
bilbao,7,5,14,0.4307692307692308,0.40305250305250306,0.432051282051282,0.37269525346448423,0.3838073276966436
bilbao,7,10,0,0.7230769230769231,0.7232600732600732,0.717948717948718,0.7036104920720305,0.6996148908857509
bilbao,7,10,1,0.676923076923077,0.7140109890109889,0.6794871794871794,0.6762374377758994,0.6498204207285787
bilbao,7,10,2,0.7076923076923077,0.7495115995115994,0.7012820512820513,0.7079698079698079,0.6826008738113596
bilbao,7,10,3,0.49230769230769234,0.5538461538461539,0.4858974358974359,0.47620157620157616,0.4487278334618351
bilbao,7,10,4,0.676923076923077,0.7237179487179487,0.6717948717948719,0.6742035742035741,0.6491904394757131
bilbao,7,10,5,0.5692307692307692,0.6128760128760129,0.5794871794871795,0.5286241536241536,0.5333333333333333
bilbao,7,10,6,0.6307692307692307,0.7223443223443223,0.6243589743589743,0.6404962307677239,0.5997947665469472
bilbao,7,10,7,0.6615384615384615,0.6875457875457875,0.6564102564102564,0.6520590520590519,0.6329568788501027
bilbao,7,10,8,0.7076923076923077,0.81491008991009,0.6974358974358974,0.7157424777334279,0.6823559670781894
bilbao,7,10,9,0.6923076923076923,0.7422161172161172,0.6846153846153846,0.6721577567731415,0.6658097686375322
bilbao,7,10,10,0.6307692307692307,0.6883699633699634,0.6217948717948718,0.6194463656002118,0.5989717223650386
bilbao,7,10,11,0.6153846153846154,0.7291208791208791,0.6115384615384616,0.6342601842601844,0.5832264683252117
bilbao,7,10,12,0.6,0.6596459096459097,0.6012820512820513,0.5987354525816063,0.5656643536365973
bilbao,7,10,13,0.6461538461538462,0.6756576756576756,0.6512820512820513,0.6244229626582568,0.6160760143810992
bilbao,7,10,14,0.5846153846153846,0.6885225885225885,0.576923076923077,0.5885866270481656,0.5496535796766744
bilbao,7,15,0,0.6307692307692307,0.7327838827838827,0.614102564102564,0.6236512356421859,0.5986622073578596
bilbao,7,15,1,0.7230769230769231,0.7529914529914531,0.7217948717948718,0.7210857518549827,0.6993060909791827
bilbao,7,15,2,0.7230769230769231,0.7153346653346653,0.7243589743589745,0.7023339907955293,0.6997690531177829
bilbao,7,15,3,0.676923076923077,0.7187728937728939,0.6782051282051282,0.6781483473791166,0.6499102333931778
bilbao,7,15,4,0.7076923076923077,0.7016788766788766,0.7064102564102566,0.6685084146622609,0.6830895560687709
bilbao,7,15,5,0.7692307692307693,0.8106227106227106,0.7666666666666667,0.7757825507825509,0.7494861253854059
bilbao,7,15,6,0.7384615384615385,0.8013431013431014,0.7397435897435898,0.7376819761435147,0.7163757700205339
bilbao,7,15,7,0.676923076923077,0.7055361305361306,0.6679487179487178,0.6613271344040575,0.6493706652966864
bilbao,7,15,8,0.6153846153846154,0.6884615384615385,0.6115384615384615,0.6283174090866399,0.5827984595635431
bilbao,7,15,9,0.7692307692307693,0.8247863247863249,0.7743589743589745,0.7675102675102676,0.75
bilbao,7,15,10,0.676923076923077,0.7598401598401598,0.6743589743589744,0.681124431124431,0.6494607087827426
bilbao,7,15,11,0.7230769230769231,0.76001221001221,0.7256410256410255,0.7290222597914906,0.6997690531177829
bilbao,7,15,12,0.6307692307692307,0.6801282051282052,0.6230769230769231,0.6120546120546121,0.5992807603390702
bilbao,7,15,13,0.7384615384615385,0.7692307692307693,0.7384615384615384,0.7304417804417805,0.7165212929707543
bilbao,7,15,14,0.6153846153846154,0.6732600732600731,0.6166666666666667,0.6233932733932733,0.5832264683252115
cnsm,1,2,0,0.2730496453900709,0.21368466310423193,0.34239324069832544,0.22922008547008546,0.014725432048266707
cnsm,1,2,1,0.41843971631205673,0.2796960045835229,0.3527187902187902,0.3116509023871623,0.03792307212248547
cnsm,1,2,2,0.32978723404255317,0.22042253521126762,0.3569915254237288,0.26616915422885573,0.03908700825731082
cnsm,1,2,3,0.475177304964539,0.32344497607655504,0.40012333762333757,0.34809667608316824,0.13113354845425218
cnsm,1,2,5,0.26595744680851063,0.20882006096611264,0.34619652945924134,0.2192268771503744,0.012668504642863287
cnsm,1,2,6,0.3404255319148936,0.2755141167685819,0.41268387031098897,0.2898319081488585,0.10445620624893293
cnsm,1,2,7,0.375886524822695,0.24404001702852277,0.4109533262075635,0.3058024302272648,0.07812325866488357
cnsm,1,2,8,0.3120567375886525,0.20632603406326036,0.343665699597903,0.2530824829931973,0.011527481660824512
cnsm,1,2,10,0.38652482269503546,0.22477789947669466,0.34846650524616624,0.24988959813721948,0.01817303628569722
cnsm,1,2,11,0.22695035460992907,0.2044592030360531,0.32452791774825673,0.17294544909955445,-0.005857521515756359
cnsm,1,2,13,0.48226950354609927,0.3214532463812076,0.40645109395109397,0.35859807895756735,0.14351688127977358
cnsm,1,2,14,0.3900709219858156,0.24936748893105629,0.33000858000857997,0.2367815214764503,-0.006557649207271643
cnsm,1,3,0,0.5177304964539007,0.5760479209245003,0.5052957012702776,0.5034517892290445,0.28533094812164583
cnsm,1,3,2,0.48936170212765956,0.3427490793271623,0.41202809952809955,0.3586839266450917,0.15444039562727752
cnsm,1,3,3,0.34397163120567376,0.3396373603204723,0.34785663387358307,0.3110678348978478,0.013855546944407715
cnsm,1,3,4,0.6631205673758865,0.441713671770078,0.5589071214071214,0.4933308225841886,0.44275730094017807
cnsm,1,3,5,0.3617021276595745,0.22852416400803496,0.3041076791076791,0.24191765681127383,-0.05738985522341422
cnsm,1,3,7,0.4326241134751773,0.29618863049095606,0.39250403551251006,0.2883534136546185,0.0831504511094856
cnsm,1,3,9,0.31560283687943264,0.20657870346965942,0.34508676351896694,0.25481955840170767,0.00832680429276833
cnsm,1,3,10,0.3829787234042553,0.22091759078060447,0.3640250419911437,0.26984600099354195,0.04718629849702893
cnsm,1,3,11,0.37943262411347517,0.4156748911465893,0.3924876753266584,0.33693110884122124,0.08124511300592019
cnsm,1,3,13,0.45390070921985815,0.3947081712062257,0.3814618189618189,0.29006589085498696,0.09458980506619408
cnsm,1,3,14,0.574468085106383,0.4539589442815249,0.4850386100386101,0.4244192103344098,0.29734219269103
cnsm,1,5,0,0.39361702127659576,0.3014093639093639,0.3354706098350166,0.27226765226765226,0.01607835135686586
cnsm,1,5,1,0.45390070921985815,0.30250121949168224,0.3827756327756327,0.33762428048142334,0.09692445257751248
cnsm,1,5,2,0.5460992907801419,0.3687920365886468,0.4599688974688975,0.4028044769105899,0.2487043396815486
cnsm,1,5,3,0.4716312056737589,0.33913571500860235,0.4573244552058111,0.36107648725212466,0.16153493105581374
cnsm,1,5,4,0.4787234042553192,0.39799999999999996,0.40242921492921496,0.31630800139087434,0.13587092470607853
cnsm,1,5,5,0.5106382978723404,0.5646877877701365,0.45261408502933925,0.42464394464394467,0.2049684365359864
cnsm,1,5,6,0.4326241134751773,0.293243501529052,0.3655888030888031,0.298298332872801,0.06308401511690687
cnsm,1,5,7,0.4574468085106383,0.4637533875338753,0.4145975576060322,0.41269652665096584,0.12493408510120485
cnsm,1,5,8,0.36524822695035464,0.2654036525004267,0.46017203644322285,0.3035526038372338,0.130439276485788
cnsm,1,5,9,0.40070921985815605,0.3998046593876586,0.38093602076652927,0.3714400657676094,0.05427341098962157
cnsm,1,5,10,0.3617021276595745,0.4784341439113963,0.4400821826669284,0.3343042681330191,0.14011282207653608
cnsm,1,5,11,0.5035460992907801,0.47303714761688415,0.4717882228475449,0.4594396755608285,0.22556346731006882
cnsm,1,5,12,0.4432624113475177,0.2958683473389356,0.37336443586443585,0.32678179563018794,0.07862315824523425
cnsm,1,5,13,0.46099290780141844,0.44820280729371637,0.4469825454994947,0.4471330103506504,0.15974359476996058
cnsm,1,5,14,0.37943262411347517,0.19926152279093456,0.33984059725585153,0.24035136384650949,0.018340229153405607
cnsm,1,10,0,0.7092198581560284,0.7056203736381859,0.6646234612336307,0.6715492778003509,0.541399758046923
cnsm,1,10,1,0.5851063829787234,0.5808450075347436,0.5255132553861368,0.5202340835002554,0.3310625874338544
cnsm,1,10,2,0.4432624113475177,0.426357257878997,0.3955570279722822,0.38089510718376696,0.1242928913327267
cnsm,1,10,3,0.5,0.5959272540983607,0.5153076805619179,0.47758277889557865,0.27502461437479486
cnsm,1,10,4,0.49645390070921985,0.49513000660541645,0.4931878003911902,0.49126677522728457,0.2194608502426758
cnsm,1,10,5,0.6879432624113475,0.48104575163398694,0.5802767052767054,0.5153354529980408,0.48428927680797995
cnsm,1,10,6,0.6099290780141844,0.40725371120107967,0.5140765765765766,0.4538643698394736,0.3546910755148742
cnsm,1,10,7,0.4716312056737589,0.41072607260726074,0.5482243744955609,0.40948275862068967,0.2835316986665757
cnsm,1,10,8,0.5354609929078015,0.5419356148256403,0.5400710940965178,0.4971703112090749,0.30928875925510435
cnsm,1,10,9,0.3617021276595745,0.5512590113817107,0.4222254942593926,0.35377715377715374,0.10441441123540007
cnsm,1,10,10,0.6312056737588653,0.6193004598447546,0.6278053174239616,0.6175144952359203,0.4401237042551973
cnsm,1,10,11,0.6737588652482269,0.6687112908582927,0.60267198190927,0.5965111903885197,0.47204981583606354
cnsm,1,10,12,0.5886524822695035,0.5859788359788359,0.51966448894415,0.5055623634636216,0.33410687022900754
cnsm,1,10,13,0.6737588652482269,0.6521164021164022,0.6422386369420268,0.6401306421962012,0.499537037037037
cnsm,1,10,14,0.6453900709219859,0.6356581689915023,0.640755767874412,0.6054483810516479,0.4653420294251479
cnsm,1,15,0,0.5567375886524822,0.5620247222656861,0.48558213176857246,0.46448063795216465,0.2760171702027153
cnsm,1,15,1,0.7730496453900709,0.7800995024875622,0.7868485919333376,0.7585675447013548,0.6563071297989032
cnsm,1,15,2,0.48936170212765956,0.6046113847837985,0.456593245788161,0.42134551495016614,0.17264985126930432
cnsm,1,15,3,0.4787234042553192,0.4633403025854226,0.4646710875524434,0.46340394882418895,0.1923549009293355
cnsm,1,15,4,0.549645390070922,0.6612341988550886,0.5136884766122054,0.5327763333523112,0.2709024653406893
cnsm,1,15,5,0.7907801418439716,0.8382307927762472,0.7119289386238538,0.7119975200134708,0.6607051818014968
cnsm,1,15,6,0.7304964539007093,0.7579372952572428,0.7269385002435849,0.7195003782574404,0.580422866092404
cnsm,1,15,7,0.7624113475177305,0.7738569871952333,0.698384522537065,0.7035588663412963,0.6178088842139331
cnsm,1,15,8,0.7624113475177305,0.7561048610900531,0.7224730784052817,0.7314861304819463,0.6238278216895297
cnsm,1,15,9,0.5709219858156028,0.622786017867985,0.5796691061521569,0.568112612366209,0.3736324252882004
cnsm,1,15,10,0.6560283687943262,0.6882697294585954,0.699623352165725,0.6529019040381601,0.49615958446151287
